accession,length,nb_contigs,category,filtering_method,serratax_id,serraplace_id,refseq_neighbour,refseq_pctid,refseq_quality,genome_neighbour,genome_pctid,genome_quality,fragment_neighbour,fragment_pctid,fragment_quality,platform
SRR3458564,57990,2,B,checkv,12663,,NC_002306.3,91.8,unknown,JN634064.1,98.4,complete,MT114539.1,85.6,unknown,ILLUMINA
SRR3825019,2008,3,D,bgc,,,NC_002306.3,87.1,unknown,KP143507.1,98.6,partial,KF530134.1,89.7,unknown,ION_TORRENT
SRR5912643,8035,2,C,checkv,11137,,NC_028752.1,99.9,partial,NC_028752.1,99.9,partial,KT253272.1,89.7,unknown,ILLUMINA
SRR6425314,30672,1,A,checkv,42005,,NC_006213.1,93.2,unknown,KY994645.1,100.0,complete,LR721664.1,92.2,unknown,ILLUMINA
SRR6713732,56198,2,B,checkv,28295,,NC_003436.1,96.8,unknown,KU893870.1,99.6,near_complete,MG546689.1,98.8,complete,ILLUMINA
SRR7815707,426,2,D,bgc,,,NC_001846.1,97.3,partial,FJ647221.1,97.3,partial,MF416379.1,95.0,unknown,ILLUMINA
SRR9016925,6684,10,C,bgc,,,NC_003436.1,97.5,partial,MH056657.1,99.1,partial,MG546689.1,98.6,partial,ILLUMINA
SRR9431159,1073,1,D,bgc,,,NC_004718.3,99.4,partial,MT308984.1,99.4,partial,AH013708.2,99.4,partial,?
ERR1414224,6272,1,C,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080488,12410,12,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,94.4,unknown,OXFORD_NANOPORE
ERR4080739,11474,12,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,93.0,unknown,OXFORD_NANOPORE
ERR4144821,1745,2,D,checkv,_unclassified_,,NC_045512.2,95.6,unknown,NC_045512.2,95.6,unknown,MT084071.1,88.4,unknown,OXFORD_NANOPORE
ERR4164918,14685,2,C,checkv,694009,,NC_045512.2,99.4,hiclip_suspicious,NC_045512.2,99.4,hiclip_suspicious,MT084071.1,87.1,hiclip_suspicious,OXFORD_NANOPORE
ERR4181731,8135,16,C,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,86.8,unknown,?
ERR4182354,21930,4,C,checkv,,,NC_045512.2,99.1,partial,NC_045512.2,99.1,partial,MT084071.1,85.5,unknown,OXFORD_NANOPORE
ERR4238616,374,1,D,bgc,,,NC_045512.2,99.7,partial,NC_045512.2,99.7,partial,MT084071.1,91.7,unknown,ILLUMINA
ERR575890,5837,9,C,bgc,,,NC_019843.3,99.4,partial,KU710265.1,99.6,partial,KT036374.1,99.7,partial,ILLUMINA
SRR10662817,456,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11039703,11366,2,C,checkv,11138,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,86.9,unknown,ILLUMINA
SRR11195503,31313,1,A,checkv,11138,,NC_001846.1,99.9,complete,NC_001846.1,99.9,complete,MF416379.1,92.2,unknown,ILLUMINA
SRR11410322,2156,8,D,bgc,,,NC_045512.2,99.7,partial,NC_045512.2,99.7,partial,MT084071.1,93.6,unknown,?
SRR11494458,29825,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,69.1,unknown,ILLUMINA
SRR11494709,30121,4,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,82.6,unknown,ILLUMINA
SRR11563870,29964,3,B,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,71.0,unknown,ILLUMINA
SRR11578028,21865,3,C,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,70.0,unknown,ILLUMINA
SRR11578279,29967,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.6,unknown,ILLUMINA
SRR11593391,587,1,D,checkv,696098,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,96.3,unknown,OXFORD_NANOPORE
SRR11607217,23982,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,83.0,unknown,ILLUMINA
SRR11621879,27691,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,82.4,unknown,ILLUMINA
SRR11622181,15786,2,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.7,unknown,ILLUMINA
SRR11637348,2991,3,D,bgc,,,NC_045512.2,97.4,hiclip_suspicious,MT374101.1,97.4,hiclip_suspicious,MT544614.1,94.9,hiclip_suspicious,OXFORD_NANOPORE
SRR11676327,10290,2,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,77.7,unknown,ILLUMINA
SRR11728635,29657,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.1,unknown,ILLUMINA
SRR11772235,29889,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11780094,29501,1,A,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,77.1,unknown,ILLUMINA
SRR11808750,635,2,D,bgc,,,NC_045512.2,99.7,partial,MT374101.1,99.7,partial,MT544306.1,98.6,complete,ILLUMINA
SRR11826925,29824,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11840026,11004,5,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,84.2,hiclip_suspicious,ION_TORRENT
SRR11869180,6167,13,C,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,88.1,unknown,ILLUMINA
SRR1192016,30149,1,A,checkv,1335626,,NC_019843.3,100.0,near_complete,NC_019843.3,100.0,near_complete,KT036374.1,98.2,partial,ILLUMINA
SRR11939930,29540,1,A,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,77.0,unknown,ILLUMINA
SRR11953752,29834,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954009,23044,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,78.1,unknown,ILLUMINA
SRR11954271,29404,1,A,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,77.0,unknown,ILLUMINA
SRR12009547,5640,4,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,73.3,unknown,ION_TORRENT
SRR12045848,26958,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR1233094,945,1,D,bgc,,,NC_002645.1,93.2,unknown,KY967357.1,99.8,partial,J04419.1,96.6,unknown,ILLUMINA
SRR3458565,28912,2,B,checkv,12663,,NC_002306.3,92.6,unknown,JN634064.1,98.5,partial,MT114540.1,89.1,unknown,ILLUMINA
SRR5817714,844,2,D,bgc,,,NC_003436.1,98.0,partial,KT591944.1,99.8,partial,MG546689.1,99.8,partial,ILLUMINA
SRR6425315,29928,2,B,checkv,42005,,NC_006213.1,92.6,unknown,KY994645.1,99.9,partial,LR721664.1,91.1,unknown,ILLUMINA
SRR6713733,28107,1,A,checkv,28295,,NC_003436.1,96.7,unknown,KU893870.1,99.7,near_complete,MG546689.1,98.8,complete,ILLUMINA
SRR9431160,1176,1,D,checkv,,,NC_004718.3,99.8,partial,AY772062.1,99.8,partial,DI195813.1,98.5,partial,?
ERR1301595,402,1,D,bgc,,,NC_009657.1,95.0,unknown,MH687958.1,98.0,partial,KT346372.1,93.3,unknown,ILLUMINA
ERR3179241,2620,1,D,checkv,2691591,,NC_009657.1,91.3,unknown,MH687946.1,99.0,partial,KT346372.1,93.8,unknown,ILLUMINA
ERR3180404,1611,3,D,bgc,,,NC_026011.1,93.8,unknown,MH687977.1,99.0,partial,MH687975.1,99.4,partial,ILLUMINA
ERR3199659,632,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080489,6744,7,C,checkv,694009,,NC_045512.2,98.3,partial,NC_045512.2,98.3,partial,MT084071.1,93.0,unknown,OXFORD_NANOPORE
ERR4080740,13188,13,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,74.1,unknown,OXFORD_NANOPORE
ERR4144873,9621,15,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,93.8,unknown,OXFORD_NANOPORE
ERR4164919,4109,3,D,checkv,696098,,NC_045512.2,96.0,unknown,MT374101.1,96.0,unknown,MT084071.1,91.0,unknown,OXFORD_NANOPORE
ERR4181732,423,1,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,91.5,unknown,?
ERR4182355,5819,1,C,bgc,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,76.5,unknown,OXFORD_NANOPORE
ERR4238623,29822,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
ERR575891,2092,1,D,checkv,1335626,,NC_019843.3,99.6,partial,KU710265.1,99.7,partial,MF741832.1,99.7,partial,ILLUMINA
SRR10662818,456,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11039704,9362,1,C,checkv,11138,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,86.8,unknown,ILLUMINA
SRR11092059,28807,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.1,unknown,ILLUMINA
SRR11410327,261,1,D,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,97.7,partial,ILLUMINA
SRR11494459,25009,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,78.0,unknown,ILLUMINA
SRR11494710,29839,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11536942,591,2,D,bgc,,,NC_010800.1,84.8,unknown,KY421672.1,100.0,partial,KU949747.1,99.4,partial,ILLUMINA
SRR11578029,23458,5,C,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,69.0,unknown,ILLUMINA
SRR11578280,29117,1,A,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.8,unknown,ILLUMINA
SRR11607613,29397,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.1,unknown,ILLUMINA
SRR11621880,29860,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11622182,30015,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.4,unknown,ILLUMINA
SRR11637349,342,1,D,checkv,,,NC_045512.2,96.8,unknown,MT374101.1,96.8,unknown,MT084071.1,95.0,unknown,OXFORD_NANOPORE
SRR11676328,27736,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR11728636,29947,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.1,unknown,ILLUMINA
SRR11772236,29838,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11780095,29865,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11808752,206,1,D,bgc,,,NC_045512.2,99.5,partial,NC_045512.2,99.5,partial,MT544306.1,98.5,near_complete,ILLUMINA
SRR11826926,29879,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11840508,1012,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11869181,24069,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,73.4,unknown,ILLUMINA
SRR11915780,8694,2,C,checkv,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,87.5,unknown,ILLUMINA
SRR1192017,55682,2,B,checkv,1335626,,NC_019843.3,100.0,near_complete,NC_019843.3,100.0,near_complete,KT036374.1,98.2,partial,ILLUMINA
SRR11939931,29842,1,A,checkv,,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11953753,29888,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954010,22917,1,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,79.8,unknown,ILLUMINA
SRR12009548,13828,4,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,81.5,unknown,ION_TORRENT
SRR12045849,1134,4,D,bgc,,,NC_045512.2,99.4,partial,NC_045512.2,99.4,partial,MT084071.1,91.0,unknown,ILLUMINA
SRR2029649,10307,1,C,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR3458566,18586,1,C,checkv,,,NC_002306.3,92.6,unknown,JN634064.1,98.5,partial,MT114540.1,89.3,unknown,ILLUMINA
SRR5912645,57442,2,B,checkv,2509480,,NC_019843.3,99.6,near_complete,NC_019843.3,99.6,near_complete,KT036374.1,98.6,partial,ILLUMINA
SRR6425919,2809,1,D,checkv,2724161,,NC_016992.1,81.3,unknown,NC_016992.1,81.3,unknown,EF584908.1,89.5,unknown,ILLUMINA
SRR6713734,28168,1,A,checkv,28295,,NC_003436.1,96.8,unknown,KU893870.1,99.7,partial,MG546689.1,98.9,near_complete,ILLUMINA
SRR9017024,440,1,D,checkv,28295,,NC_003436.1,96.4,unknown,LC063838.1,99.5,partial,KX532183.1,99.3,partial,ILLUMINA
SRR9179767,380,1,D,bgc,,,NC_002645.1,98.4,partial,KY967357.1,99.5,partial,KT253272.1,91.6,unknown,ILLUMINA
SRR9428183,877,1,D,bgc,,,NC_005831.2,99.1,partial,MG772808.1,99.5,partial,MN026166.1,99.5,partial,?
ERR1301596,16004,6,C,checkv,2691591,,NC_009657.1,85.7,unknown,MH687939.1,99.8,partial,KT346372.1,92.7,hiclip_suspicious,ILLUMINA
ERR1302859,4105,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR1600690,442,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR2020026,1322,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR2245494,228,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR2759412,242,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3199660,418,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080490,7899,7,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,94.6,unknown,OXFORD_NANOPORE
ERR4080741,15362,15,C,checkv,,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,75.9,unknown,OXFORD_NANOPORE
ERR4144874,10961,16,C,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,93.8,unknown,OXFORD_NANOPORE
ERR4164920,41164,4,B,checkv,,,NC_045512.2,99.8,partial,NC_045512.2,99.8,partial,MT084071.1,81.3,unknown,OXFORD_NANOPORE
ERR4181733,30009,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.4,unknown,?
ERR4182357,10507,2,C,checkv,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,79.0,unknown,OXFORD_NANOPORE
ERR4238631,29838,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
ERR575892,4428,2,D,checkv,1335626,,NC_019843.3,99.7,partial,NC_019843.3,99.7,partial,KT036374.1,99.5,partial,ILLUMINA
SRR10179617,1425,4,D,bgc,,,NC_030886.1,97.5,partial,MT350598.1,99.1,partial,KU762337.1,97.8,partial,ILLUMINA
SRR1030093,1796,7,D,bgc,,,NC_004718.3,100.0,partial,NC_004718.3,100.0,partial,AH013709.2,100.0,partial,ILLUMINA
SRR11039705,9354,1,C,checkv,11138,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,86.8,unknown,ILLUMINA
SRR11092060,5393,5,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,94.7,unknown,ILLUMINA
SRR11351147,253,1,D,bgc,,,NC_019843.3,99.6,partial,NC_019843.3,99.6,partial,KT036374.1,99.2,partial,ILLUMINA
SRR11494460,13019,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,88.0,unknown,?
SRR11494711,29918,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11536952,663,2,D,bgc,,,NC_003436.1,96.8,unknown,MK644603.1,99.0,partial,MK731899.1,100.0,partial,ILLUMINA
SRR11563872,29832,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11578030,3602,3,D,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,93.5,unknown,ILLUMINA
SRR11578281,4932,4,D,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,73.3,unknown,ILLUMINA
SRR11582242,548,1,D,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,90.0,unknown,OXFORD_NANOPORE
SRR11593393,5317,14,C,bgc,,,NC_045512.2,93.5,unknown,MT374101.1,93.5,unknown,MT084071.1,86.3,unknown,OXFORD_NANOPORE
SRR11607614,29741,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.1,unknown,ILLUMINA
SRR11621881,29934,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.2,unknown,ILLUMINA
SRR11622183,29876,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.5,unknown,ILLUMINA
SRR11637350,8657,3,C,bgc,,,NC_045512.2,99.0,partial,MT374101.1,99.0,partial,MT084071.1,75.3,unknown,OXFORD_NANOPORE
SRR11728637,29549,3,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.1,unknown,ILLUMINA
SRR11772237,29848,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11780096,29084,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.6,unknown,ILLUMINA
SRR11826927,29901,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11869182,369,1,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,94.0,unknown,ILLUMINA
SRR11939932,23970,1,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,78.0,unknown,ILLUMINA
SRR11953754,29872,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954011,29888,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11954273,29847,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR12009549,5125,6,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.1,unknown,ION_TORRENT
SRR12045850,1394,4,D,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,88.4,unknown,ILLUMINA
SRR2136803,400,1,D,bgc,,,NC_003436.1,98.5,partial,MH726382.1,99.5,partial,MG546689.1,98.8,partial,ILLUMINA
SRR3458567,29002,1,A,checkv,12663,,NC_002306.3,91.8,unknown,JN634064.1,98.4,complete,MT114539.1,85.6,unknown,ILLUMINA
SRR5912646,4396,5,D,checkv,2509494,,NC_019843.3,99.3,partial,KU710265.1,99.5,partial,KT253269.1,89.5,unknown,ILLUMINA
SRR6713735,69663,6,B,checkv,,,NC_003436.1,96.6,unknown,KU893870.1,99.5,partial,MG546689.1,98.7,partial,ILLUMINA
SRR9017108,4128,6,D,bgc,,,NC_003436.1,95.5,unknown,KJ645702.1,97.9,partial,MG546689.1,96.4,unknown,ILLUMINA
SRR11445176,495,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11445181,1805,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR1301597,2462,2,D,checkv,2691591,,NC_009657.1,95.9,unknown,MH687961.1,99.8,partial,KT346372.1,87.5,unknown,ILLUMINA
ERR2248889,1015,2,D,checkv,694014,,NC_048213.1,98.7,partial,JF828980.1,100.0,partial,AY702085.1,99.7,partial,ILLUMINA
ERR3180412,2580,5,D,bgc,,,NC_026011.1,97.3,partial,MH687977.1,98.1,partial,MH687975.1,99.7,partial,ILLUMINA
ERR3199661,397,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3339020,261,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR3600951,544,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4080491,5390,6,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,94.6,unknown,OXFORD_NANOPORE
ERR4080742,7815,6,C,checkv,694009,,NC_045512.2,98.3,partial,NC_045512.2,98.3,partial,MT084071.1,92.9,unknown,OXFORD_NANOPORE
ERR4144875,6844,11,C,checkv,2730119,,NC_045512.2,97.3,partial,NC_045512.2,97.3,partial,MT084071.1,91.3,unknown,OXFORD_NANOPORE
SRR11445186,281,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
SRR11451775,425,1,D,bgc,,,*,0,unmapped,*,0,unmapped,*,0,unmapped,ILLUMINA
ERR4164921,9602,4,C,checkv,694009,,NC_045512.2,99.5,partial,NC_045512.2,99.5,partial,MT084071.1,93.8,unknown,OXFORD_NANOPORE
ERR4181734,422,1,D,checkv,694009,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,91.5,unknown,?
ERR4182356,2813,1,D,checkv,694009,,NC_045512.2,98.0,partial,NC_045512.2,98.0,partial,MT084071.1,74.2,unknown,OXFORD_NANOPORE
ERR4238637,29899,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
ERR575893,8069,8,C,bgc,,,NC_019843.3,99.6,partial,KU710265.1,99.8,partial,MF741832.1,99.8,partial,ILLUMINA
SRR1030095,205,1,D,checkv,,,NC_004718.3,100.0,partial,MT308984.1,100.0,partial,DI195813.1,100.0,partial,ILLUMINA
SRR11039707,9039,1,C,checkv,11138,,NC_001846.1,99.8,partial,NC_001846.1,99.8,partial,MF416379.1,86.6,unknown,ILLUMINA
SRR11092061,6202,6,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,76.6,unknown,ILLUMINA
SRR11410336,253,1,D,bgc,,,NC_045512.2,85.0,unknown,NC_045512.2,85.0,unknown,MT084071.1,79.8,unknown,ILLUMINA
SRR11494461,23688,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,83.4,unknown,ILLUMINA
SRR11494712,18836,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,72.8,unknown,ILLUMINA
SRR11537952,1337,4,D,bgc,,,NC_045512.2,100.0,partial,MT374101.1,100.0,partial,MT084071.1,96.5,unknown,BGISEQ
SRR11578031,14397,6,C,checkv,,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,86.7,unknown,ILLUMINA
SRR11578282,14963,6,C,checkv,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,86.8,unknown,ILLUMINA
SRR11582243,421,1,D,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,93.1,unknown,OXFORD_NANOPORE
SRR11593394,2803,8,D,bgc,,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.3,unknown,OXFORD_NANOPORE
SRR11607615,5260,2,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,95.0,unknown,ILLUMINA
SRR11621882,29903,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11622184,10673,2,C,checkv,694009,,NC_045512.2,99.9,partial,NC_045512.2,99.9,partial,MT084071.1,89.2,unknown,ILLUMINA
SRR11637351,13263,8,C,bgc,,,NC_045512.2,99.5,hiclip_suspicious,MT374101.1,99.5,hiclip_suspicious,MT084071.1,84.8,hiclip_suspicious,?
SRR11728638,26923,2,B,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,75.0,unknown,ILLUMINA
SRR11772238,29837,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11780097,29812,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11826928,29817,1,A,checkv,694009,,NC_045512.2,100.0,near_complete,NC_045512.2,100.0,near_complete,MT084071.1,77.3,unknown,ILLUMINA
SRR11869183,1465,2,D,checkv,694009,,NC_045512.2,99.7,partial,MT374101.1,99.7,partial,MT084071.1,95.7,unknown,ILLUMINA
SRR11915782,10885,3,C,checkv,694009,,NC_045512.2,100.0,partial,NC_045512.2,100.0,partial,MT084071.1,87.9,unknown,ILLUMINA
SRR1192072,55773,2,B,checkv,1335626,,NC_019843.3,100.0,near_complete,NC_019843.3,100.0,near_complete,KT036374.1,98.2,partial,ILLUMINA
SRR11939933,29908,1,A,checkv,694009,,NC_045512.2,100.0,complete,NC_045512.2,100.0,complete,MT084071.1,77.3,unknown,ILLUMINA
